TOWNSN,LAT,LON,Point,TOWNID,name,TOWNID8,name_eng
-1,24.761208,119.36932,POINT (119.36932373046875 24.761207580566406),7654321,海上,0,haishang
-1,24.761307,119.400085,POINT (119.40008544921875 24.761306762695312),7654321,海上,0,haishang
-1,24.761436,119.43085,POINT (119.43084716796875 24.761436462402344),7654321,海上,0,haishang
-1,24.761559,119.46161,POINT (119.46160888671875 24.761558532714844),7654321,海上,0,haishang
-1,24.761673,119.4924,POINT (119.49240112304688 24.761672973632812),7654321,海上,0,haishang
-1,24.761757,119.52316,POINT (119.52316284179688 24.761756896972656),7654321,海上,0,haishang
-1,24.761864,119.553925,POINT (119.55392456054688 24.761863708496094),7654321,海上,0,haishang
-1,24.761955,119.58469,POINT (119.58468627929688 24.76195526123047),7654321,海上,0,haishang
-1,24.76204,119.61545,POINT (119.61544799804688 24.762039184570312),7654321,海上,0,haishang
-1,24.762115,119.64621,POINT (119.64620971679688 24.762115478515625),7654321,海上,0,haishang
-1,24.762177,119.67697,POINT (119.67697143554688 24.762176513671875),7654321,海上,0,haishang
-1,24.76226,119.70773,POINT (119.70773315429688 24.76226043701172),7654321,海上,0,haishang
-1,24.762321,119.738525,POINT (119.738525390625 24.76232147216797),7654321,海上,0,haishang
-1,24.762375,119.76929,POINT (119.769287109375 24.762374877929688),7654321,海上,0,haishang
-1,24.762413,119.80005,POINT (119.800048828125 24.762413024902344),7654321,海上,0,haishang
-1,24.762444,119.83081,POINT (119.830810546875 24.76244354248047),7654321,海上,0,haishang
-1,24.762466,119.86157,POINT (119.861572265625 24.762466430664062),7654321,海上,0,haishang
-1,24.762497,119.892334,POINT (119.892333984375 24.762496948242188),7654321,海上,0,haishang
-1,24.762512,119.923096,POINT (119.923095703125 24.76251220703125),7654321,海上,0,haishang
-1,24.762527,119.95386,POINT (119.953857421875 24.762527465820312),7654321,海上,0,haishang
-1,24.762535,119.98462,POINT (119.984619140625 24.762535095214844),7654321,海上,0,haishang
-1,24.762535,120.01538,POINT (120.015380859375 24.762535095214844),7654321,海上,0,haishang
-1,24.762527,120.04614,POINT (120.046142578125 24.762527465820312),7654321,海上,0,haishang
-1,24.762512,120.076904,POINT (120.076904296875 24.76251220703125),7654321,海上,0,haishang
-1,24.762497,120.1077,POINT (120.10769653320312 24.762496948242188),7654321,海上,0,haishang
-1,24.762466,120.13846,POINT (120.13845825195312 24.762466430664062),7654321,海上,0,haishang
-1,24.762444,120.16922,POINT (120.16921997070312 24.76244354248047),7654321,海上,0,haishang
-1,24.762413,120.19998,POINT (120.19998168945312 24.762413024902344),7654321,海上,0,haishang
-1,24.762375,120.23074,POINT (120.23074340820312 24.762374877929688),7654321,海上,0,haishang
-1,24.762321,120.261505,POINT (120.26150512695312 24.76232147216797),7654321,海上,0,haishang
-1,24.76226,120.29227,POINT (120.29226684570312 24.76226043701172),7654321,海上,0,haishang
-1,24.762177,120.32306,POINT (120.32305908203125 24.762176513671875),7654321,海上,0,haishang
-1,24.762115,120.35382,POINT (120.35382080078125 24.762115478515625),7654321,海上,0,haishang
-1,24.76204,120.38458,POINT (120.38458251953125 24.762039184570312),7654321,海上,0,haishang
-1,24.761955,120.415344,POINT (120.41534423828125 24.76195526123047),7654321,海上,0,haishang
-1,24.761864,120.446106,POINT (120.44610595703125 24.761863708496094),7654321,海上,0,haishang
-1,24.761757,120.47687,POINT (120.47686767578125 24.761756896972656),7654321,海上,0,haishang
-1,24.761673,120.50763,POINT (120.50762939453125 24.761672973632812),7654321,海上,0,haishang
-1,24.761559,120.53839,POINT (120.53839111328125 24.761558532714844),7654321,海上,0,haishang
-1,24.761436,120.56915,POINT (120.56915283203125 24.761436462402344),7654321,海上,0,haishang
-1,24.761307,120.599915,POINT (120.59991455078125 24.761306762695312),7654321,海上,0,haishang
-1,24.761208,120.63068,POINT (120.63067626953125 24.761207580566406),7654321,海上,0,haishang
-1,24.761055,120.66144,POINT (120.66143798828125 24.76105499267578),7654321,海上,0,haishang
-1,24.76091,120.6922,POINT (120.69219970703125 24.760910034179688),7654321,海上,0,haishang
